customerID,ActualChurn,ChurnLabel,PredictedProb,RiskSegment,tenure_group,tenure,MonthlyCharges,TotalCharges,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No,gender_Female,gender_Male,SeniorCitizen,Partner,Dependents
6440-DKQGE,0,No,0.040288936,Low,24-48,30,64.5,1929.95,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1
3466-BYAVD,0,No,0.057885498,Low,12-24,15,69.5,1071.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
3780-YVMFA,0,No,0.003826597,Low,0-12,8,68.55,564.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
3874-EQOEP,1,Yes,0.32443276,Medium,0-12,7,95.0,655.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
1679-JRFBR,0,No,0.724858,High,48-72,70,108.15,7930.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
9073-ZZIAY,0,No,0.0016763796,Low,48-72,62,86.1,5215.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
3077-RSNTJ,1,Yes,0.5731048,High,0-12,6,19.7,113.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,1
6551-GNYDG,0,No,0.1394796,Low,12-24,14,80.9,1152.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
9167-APMXZ,1,Yes,0.48852548,Medium,12-24,22,84.15,1821.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
2749-CTKAJ,0,No,0.0017556052,Low,12-24,22,20.15,419.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
6371-NZYEG,0,No,0.001316796,Low,12-24,16,64.25,1024.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
7554-NEWDD,0,No,0.017805481,Low,0-12,10,25.7,251.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
8992-VONJD,0,No,0.70557976,High,12-24,13,56.0,764.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
0867-MKZVY,0,No,0.0008967757,Low,12-24,20,82.4,1592.35,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
4482-EWFMI,0,No,0.014689576,Low,0-12,2,69.7,135.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
4648-YPBTM,1,Yes,0.24493356,Low,48-72,53,73.9,3958.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0
2907-ILJBN,0,No,0.010835311,Low,0-12,11,20.6,233.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
6345-FZOQH,0,No,0.45338538,Medium,48-72,69,19.9,1363.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
3376-BMGFE,0,No,0.124606304,Low,0-12,4,70.9,273.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
5997-OPVFA,0,No,0.0011535897,Low,48-72,72,89.05,6254.45,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
3445-HXXGF,0,No,0.054407436,Low,48-72,58,45.3,2651.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,0
1159-WFSGR,0,No,0.022883303,Low,12-24,16,20.4,321.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1
7654-YWJUF,0,No,0.0480434,Low,24-48,43,84.25,3539.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
1875-QIVME,0,No,0.0027668262,Low,0-12,2,104.4,242.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
6727-IOTLZ,0,No,0.44681937,Medium,12-24,14,81.95,1181.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
0691-JVSYA,0,No,0.04532243,Low,48-72,53,94.85,5000.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
5918-VUKWP,0,No,0.47184774,Medium,24-48,32,20.55,654.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
1744-JHKYS,1,Yes,0.6182557,High,24-48,34,24.7,780.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
2656-FMOKZ,0,No,0.08419264,Low,12-24,15,74.45,1145.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
2070-FNEXE,1,Yes,0.75082433,Critical,0-12,7,76.45,503.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0
5947-SGKCL,0,No,0.009884909,Low,12-24,15,105.35,1559.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1
3712-PKXZA,0,No,0.002150012,Low,48-72,61,20.55,1252.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
6317-YPKDH,0,No,0.002505866,Low,0-12,1,29.95,29.95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
6582-OIVSP,1,Yes,0.37166056,Medium,0-12,1,45.3,45.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
9367-WXLCH,1,Yes,0.104496926,Low,0-12,8,84.5,662.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
5524-KHNJP,1,Yes,0.48585984,Medium,24-48,33,74.75,2453.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1
1918-ZBFQJ,0,No,0.000815279,Low,12-24,13,79.25,1111.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
1024-GUALD,1,Yes,0.83113974,Critical,0-12,1,24.8,24.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
4827-USJHP,1,Yes,0.8688601,Critical,12-24,20,51.8,1023.85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
8167-GJLRN,0,No,0.05023265,Low,0-12,3,30.4,82.15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
0956-SYCWG,0,No,0.04022986,Low,12-24,13,19.65,244.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
8017-UVSZU,0,No,0.30402717,Medium,24-48,40,56.6,2379.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
7100-FQPRV,0,No,0.04553484,Low,24-48,43,71.9,3173.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
2472-OVKUP,0,No,0.017008128,Low,0-12,6,91.0,531.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
2984-RGEYA,0,No,0.013863583,Low,48-72,69,19.75,1375.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1
9680-NIAUV,0,No,0.79467136,Critical,48-72,72,109.7,8129.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
2146-EGVDT,1,Yes,0.7667889,Critical,48-72,59,19.3,1192.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
2604-IJPDU,0,No,0.3744739,Medium,12-24,20,96.55,1901.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
9178-JHUVJ,0,No,0.16667269,Low,12-24,24,24.1,587.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
6168-YBYNP,0,No,0.0071963975,Low,48-72,59,111.35,6519.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
7255-SSFBC,0,No,0.004379082,Low,48-72,72,112.25,8041.65,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1
3645-DEYGF,1,Yes,0.82452023,Critical,0-12,1,20.75,20.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1
9323-HGFWY,0,No,0.008039109,Low,24-48,27,101.9,2681.15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0
8544-GOQSH,0,No,0.4589653,Medium,12-24,14,80.05,1112.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
3363-DTIVD,0,No,0.139024,Low,48-72,71,105.55,7405.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
7018-WBJNK,0,No,0.07462341,Low,12-24,13,78.3,1033.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1
9142-KZXOP,0,No,0.3830429,Medium,24-48,44,68.85,2958.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
7674-YTAFD,0,No,0.68403774,High,24-48,33,79.95,2684.85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
6348-SNFUS,0,No,0.5093479,High,48-72,72,55.45,4179.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
1285-OKIPP,1,Yes,0.4061265,Medium,0-12,1,79.9,79.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
7825-ECJRF,1,Yes,0.3920797,Medium,12-24,19,106.6,1934.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
1347-KTTTA,0,No,0.034047168,Low,48-72,64,102.45,6654.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
7841-TZDMQ,1,Yes,0.5436823,High,0-12,2,46.0,84.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4195-NZGTA,0,No,0.9452156,Critical,0-12,1,25.25,25.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
7157-SMCFK,1,Yes,0.48980018,Medium,48-72,61,19.75,1124.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
4709-LKHYG,0,No,0.11652163,Low,24-48,29,20.0,540.05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
2504-DSHIH,1,Yes,0.89283186,Critical,12-24,23,86.8,1975.85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0
0699-NDKJM,0,No,0.12784398,Low,48-72,57,58.75,3437.45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
9286-BHDQG,0,No,0.013173146,Low,48-72,72,45.25,3139.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
0230-WEQUW,0,No,0.24756268,Low,48-72,66,56.6,3789.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
2040-LDIWQ,1,Yes,0.69459414,High,48-72,65,84.2,5324.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
6496-JDSSB,0,No,0.012459917,Low,0-12,8,80.0,624.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
9408-SSNVZ,0,No,0.10697461,Low,0-12,4,70.15,268.35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
4443-EMBNA,1,Yes,0.2986879,Medium,48-72,71,24.75,1836.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
6469-MRVET,1,Yes,0.89236265,Critical,0-12,1,20.2,20.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,1
0742-MOABM,0,No,0.09690942,Low,0-12,4,50.05,179.35,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
5961-VUSRV,0,No,0.0113344565,Low,0-12,12,19.35,219.35,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
6778-JFCMK,0,No,0.11761296,Low,12-24,24,50.6,1288.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
6341-JVQGF,0,No,0.53184605,High,24-48,31,81.15,2545.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
2232-DMLXU,1,Yes,0.5324969,High,0-12,1,55.2,55.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
4811-JBUVU,0,No,0.13345261,Low,24-48,30,89.9,2723.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
0945-TSONX,0,No,0.520672,High,24-48,47,85.3,4107.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
2651-ZCBXV,1,Yes,0.25257057,Medium,48-72,54,108.0,5760.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
3316-UWXUY,0,No,0.006625167,Low,48-72,50,93.5,4747.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
8937-RDTHP,0,No,0.026359838,Low,0-12,1,84.6,84.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
7083-MIOPC,0,No,0.2992553,Medium,48-72,72,20.25,1566.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1984-GPTEH,0,No,0.36351824,Medium,24-48,29,25.15,702.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1251-KRREG,0,No,0.011335157,Low,0-12,2,54.4,114.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
0621-JFHOL,0,No,0.016539412,Low,0-12,10,29.6,299.05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
9903-LYSAB,0,No,0.026680987,Low,12-24,18,73.15,1305.95,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
0094-OIFMO,0,No,0.008475347,Low,0-12,11,95.0,1120.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
9227-UAQFT,0,No,0.0047451053,Low,12-24,16,19.75,284.35,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
7301-ABVAD,0,No,0.048357405,Low,48-72,72,86.6,6350.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
6614-FHDBO,1,Yes,0.32973102,Medium,48-72,72,109.2,7878.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
7576-ASEJU,0,No,0.1138086,Low,24-48,41,74.7,3187.65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
9058-HRZSV,1,Yes,0.19987714,Low,48-72,65,94.4,6126.15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
4522-AKYLR,0,No,0.0071779825,Low,12-24,13,54.8,731.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
0221-WMXNQ,0,No,0.00853705,Low,0-12,4,75.35,273.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
0303-UNCIP,0,No,0.00087373226,Low,24-48,41,65.0,2531.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
9947-OTFQU,1,Yes,0.2658481,Medium,12-24,15,74.4,1074.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
0322-YINQP,1,Yes,0.9128336,Critical,0-12,1,48.55,48.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
0959-WHOKV,0,No,0.08053666,Low,24-48,42,99.0,4298.45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
4075-JFPGR,0,No,0.10685863,Low,48-72,51,93.5,4619.55,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
4629-NRXKX,0,No,0.02502492,Low,0-12,2,70.4,147.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
9514-JDSKI,0,No,0.22990043,Low,0-12,1,40.2,40.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0
3282-ZISZV,0,No,0.005265943,Low,24-48,32,83.7,2633.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1
3675-YDUPJ,0,No,0.014511841,Low,0-12,10,19.85,193.05,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
4111-BNXIF,1,Yes,0.439231,Medium,48-72,67,59.55,4103.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
7017-VFHAY,0,No,0.0048078336,Low,48-72,61,115.1,7008.15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
6655-LHBYW,1,Yes,0.10076774,Low,48-72,50,114.35,5791.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4959-JOSRX,0,No,0.22985752,Low,0-12,2,44.6,80.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
5046-NUHWD,1,Yes,0.61856043,High,24-48,29,45.0,1228.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0
7273-TEFQD,0,No,0.0013883177,Low,0-12,3,41.15,132.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0
3606-TWKGI,1,Yes,0.95097226,Critical,12-24,13,106.9,1364.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
7529-ZDFXI,1,Yes,0.7313598,High,48-72,57,89.85,4925.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0
7605-BDWDC,0,No,0.017415293,Low,24-48,31,49.85,1520.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
1950-KSVVJ,0,No,0.0013748889,Low,24-48,45,113.3,5032.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
0123-CRBRT,1,Yes,0.7290169,High,48-72,61,88.1,5526.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1
6292-TOSSS,0,No,0.6121687,High,48-72,50,24.9,1195.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
3197-ARFOY,0,No,0.003266125,Low,12-24,19,105.0,2007.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0
6323-AYBRX,1,Yes,0.24308366,Low,48-72,59,19.35,1099.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
7014-ZZXAW,0,No,0.17596003,Low,48-72,71,24.25,1732.95,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
4385-GZQXV,0,No,0.55737454,High,12-24,16,94.45,1511.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
7633-MVPUY,0,No,0.53056705,High,48-72,57,59.75,3450.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
6366-ZGQGL,0,No,0.00164818,Low,0-12,1,24.8,24.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
4716-HHKQH,1,Yes,0.51123023,High,12-24,20,107.05,2172.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0
5940-AHUHD,0,No,0.01309845,Low,0-12,1,70.6,70.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
6432-TWQLB,1,Yes,0.22989205,Low,0-12,5,85.4,401.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0
4484-GLZOU,1,Yes,0.82097566,Critical,48-72,52,105.05,5624.85,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
3179-GBRWV,0,No,0.16892503,Low,12-24,21,64.95,1339.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
8645-KWHJO,0,No,0.0054460014,Low,12-24,14,55.0,771.95,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
4130-MZLCC,0,No,0.10957947,Low,0-12,5,50.55,244.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
0314-TKOSI,1,Yes,0.029173179,Low,0-12,6,55.15,322.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
8229-MYEJZ,1,Yes,0.3123871,Medium,0-12,10,51.2,498.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
2080-SRCDE,0,No,0.090363406,Low,0-12,1,25.4,25.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1
9577-WJVCQ,0,No,0.02348262,Low,48-72,68,54.45,3687.75,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
9512-UIBFX,1,Yes,0.286639,Medium,12-24,18,95.15,1779.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
6202-DYYFX,0,No,0.17785385,Low,12-24,22,76.0,1783.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
3808-HFKDE,1,Yes,0.5865574,High,12-24,20,44.35,927.15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
5583-SXDAG,0,No,0.002134565,Low,0-12,1,70.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0
3488-PGMQJ,0,No,0.102285944,Low,0-12,8,74.5,606.55,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0
3580-REOAC,0,No,0.105433024,Low,0-12,10,44.85,435.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
7534-BFESC,0,No,0.058929224,Low,12-24,24,76.1,1712.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
3727-OWVYD,0,No,0.011585578,Low,24-48,35,61.2,2021.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
2294-SALNE,0,No,0.0802354,Low,12-24,23,86.8,1940.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
4847-TAJYI,1,Yes,0.023328412,Low,0-12,6,89.35,567.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
1563-IWQEX,1,Yes,0.03562167,Low,0-12,12,19.7,220.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
8203-XJZRC,0,No,0.025819438,Low,0-12,1,20.25,20.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
6556-DBKZF,0,No,0.02672206,Low,48-72,71,76.05,5436.45,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
6851-WEFYX,0,No,0.38357294,Medium,24-48,35,100.8,3437.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1,0
