customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,original_index
2967-MXRAV,Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,18.8,0,0-12,1649
7963-GQRMY,Female,0,1,1,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.3,134.5,1,0-12,1650
8189-HBVRW,Female,0,0,0,53,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,90.8,4921.2,0,48-72,1651
4163-KIUHY,Male,0,0,0,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.6,901.25,0,24-48,1652
1228-FZFRV,Male,0,1,1,50,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),105.95,5341.8,1,48-72,1653
3500-NSDOA,Male,0,1,1,68,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,0,Credit card (automatic),70.8,4859.95,0,48-72,1654
1171-TYKUR,Male,0,1,0,47,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,25.4,1139.2,0,24-48,1655
3761-FLYZI,Female,1,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.8,7082.45,0,48-72,1656
2058-DCJBE,Male,0,0,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.75,324.6,1,0-12,1657
5364-XYIRR,Male,0,1,0,51,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.65,4812.75,1,48-72,1658
4829-AUOAX,Female,0,0,0,46,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),96.05,4399.5,1,24-48,1659
1219-NNDDO,Female,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.85,663.55,0,0-12,1660
8388-DMKAE,Female,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.25,174.65,0,0-12,1661
4403-BWPAY,Male,0,0,0,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),24.8,321.7,0,12-24,1662
9659-QEQSY,Female,0,0,0,45,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,115.65,5125.5,0,24-48,1663
5405-ZMYXQ,Female,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.6,548.9,0,0-12,1664
5047-LHVLY,Male,1,0,1,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.15,50.15,1,0-12,1665
1442-OKRJE,Male,0,1,1,66,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.15,7031.3,0,48-72,1666
4737-AQCPU,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),72.1,5016.65,0,48-72,1667
9158-VCTQB,Female,0,1,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),113.6,4594.95,1,24-48,1668
2808-CHTDM,Female,0,1,1,23,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,611.45,0,12-24,1669
6311-UEUME,Female,0,0,0,29,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.9,2384.15,1,24-48,1670
0793-TWELN,Female,0,0,0,4,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.15,319.85,0,0-12,1671
3283-WCWXT,Male,0,1,1,6,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.4,153.3,0,0-12,1672
1060-ENTOF,Female,1,1,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),105.4,7035.6,0,48-72,1673
0999-QXNSA,Male,1,0,1,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.75,344.2,0,0-12,1674
5451-MHQOF,Male,0,1,1,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,24.45,1431.65,0,48-72,1675
4836-WNFNO,Female,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.0,1849.2,0,48-72,1676
9225-BZLNZ,Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,85.25,6083.1,0,48-72,1677
0354-VXMJC,Male,0,1,1,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,426.65,0,12-24,1678
4422-QVIJA,Female,0,0,1,35,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,50.15,1655.35,0,24-48,1679
9365-SRSZE,Male,1,1,0,27,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.55,1943.9,0,24-48,1680
6839-ITVZJ,Female,0,1,1,26,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,60.05,1616.15,1,24-48,1681
8332-OSJDW,Male,0,1,1,12,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,26.4,314.95,0,0-12,1682
4735-BJKOU,Female,0,0,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,804.85,0,24-48,1683
0274-JKUJR,Male,0,1,1,7,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,58.85,465.7,0,0-12,1684
5740-YHGTW,Male,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),97.55,6669.05,0,48-72,1685
8917-SZTTJ,Male,0,1,1,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,1161.75,0,48-72,1686
1696-MZVAU,Male,0,1,1,39,0,No phone service,DSL,No,No,No,No,No,No,One year,1,Credit card (automatic),25.25,947.75,0,24-48,1687
7359-WWYJV,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),114.45,8375.05,0,48-72,1688
0375-HVGXO,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,34.7,34.7,1,0-12,1689
4906-ZHGPK,Male,0,1,1,54,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,70.7,3770.0,0,48-72,1690
8593-WHYHV,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.3,264.8,1,0-12,1691
3795-GWTRD,Female,0,1,1,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),75.55,4707.85,0,48-72,1692
1298-PHBTI,Male,0,1,1,71,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Electronic check,84.8,6152.4,0,48-72,1693
6223-DHJGV,Female,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.65,958.1,0,24-48,1694
6961-MJKBO,Male,0,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.45,943.0,0,24-48,1695
6097-EQISJ,Female,0,1,1,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),102.45,6615.15,1,48-72,1696
4423-YLHDV,Female,0,1,0,21,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.4,2200.25,1,12-24,1697
8158-WPEZG,Male,0,0,0,11,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,35.65,425.1,0,0-12,1698
0107-YHINA,Male,0,0,1,1,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.75,99.75,1,0-12,1699
4918-FYJNT,Female,1,1,0,55,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,90.45,5044.8,0,48-72,1700
0727-BNRLG,Male,0,0,0,69,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),97.65,6743.55,0,48-72,1701
4854-CIDCF,Female,1,0,0,3,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,73.85,196.4,0,0-12,1702
8640-SDGKB,Male,0,0,0,4,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,74.4,299.7,1,0-12,1703
3280-MRDOF,Male,1,0,0,30,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),69.1,2093.9,0,24-48,1704
6435-SRWBJ,Female,0,0,0,5,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,82.75,417.75,0,0-12,1705
9964-WBQDJ,Female,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.4,1725.4,0,48-72,1706
6303-KFWSL,Female,0,0,0,29,1,Yes,DSL,No,Yes,No,No,No,No,One year,1,Electronic check,55.25,1620.2,0,24-48,1707
1702-CCFNJ,Male,0,1,0,52,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),61.35,3169.55,0,48-72,1708
8932-CZHRQ,Male,0,0,0,68,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,0,Credit card (automatic),76.75,5233.25,0,48-72,1709
0386-CWRGM,Female,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,967.85,0,24-48,1710
5515-RUGKN,Male,0,0,0,8,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),54.75,438.05,0,0-12,1711
0404-AHASP,Male,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1421.9,0,48-72,1712
7279-NMVJC,Female,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.9,323.15,0,12-24,1713
2081-VEYEH,Male,0,0,0,3,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.95,318.6,0,0-12,1714
6407-UTSLV,Female,1,0,0,2,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),83.8,163.7,0,0-12,1715
4116-TZAQJ,Female,0,0,0,9,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.25,639.65,1,0-12,1716
9060-HJJRW,Female,0,0,0,51,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),56.4,2928.5,0,48-72,1717
2587-YNLES,Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,100.35,0,0-12,1718
7398-SKNQZ,Female,0,1,0,3,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.9,273.2,0,0-12,1719
5935-FCCNB,Female,1,0,0,17,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.2,1608.15,0,12-24,1720
1958-RNRKS,Male,0,1,0,30,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,49.9,1441.95,0,24-48,1721
5136-RGMZO,Male,0,0,0,31,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,71.05,2168.15,0,24-48,1722
8345-MVDYC,Female,0,0,0,45,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),81.65,3618.7,0,24-48,1723
8226-BXGES,Male,0,1,0,64,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),89.45,5692.65,0,48-72,1724
3877-JRJIP,Male,0,0,0,1,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,59.85,59.85,1,0-12,1725
8375-DKEBR,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,69.6,1,0-12,1726
9705-IOVQQ,Male,1,1,1,61,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Electronic check,99.0,5969.3,0,48-72,1727
1015-OWJKI,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.05,19.05,0,0-12,1728
7511-YMXVQ,Male,0,0,0,9,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.4,418.8,1,0-12,1729
2040-XBAVJ,Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),114.45,8100.55,0,48-72,1730
7551-JOHTI,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.5,19.5,1,0-12,1731
8887-IPQNC,Female,0,1,0,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.25,313.45,0,0-12,1732
8646-JCOMS,Female,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),90.55,6130.95,0,48-72,1733
9804-ICWBG,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,69.9,1,0-12,1734
1222-KJNZD,Male,0,1,1,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.4,745.3,0,24-48,1735
0106-GHRQR,Male,0,0,0,16,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),71.4,1212.1,0,12-24,1736
5318-IXUZF,Female,0,0,0,2,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.15,183.75,1,0-12,1737
3768-VHXQO,Male,0,1,0,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.85,1583.5,0,48-72,1738
8952-WCVCD,Female,0,1,0,41,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),104.45,4162.05,0,24-48,1739
2418-TPEUN,Female,0,1,1,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1119.9,0,48-72,1740
3963-RYFNS,Female,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.45,8013.55,0,48-72,1741
3198-VELRD,Female,0,1,1,3,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),84.75,264.85,1,0-12,1742
8540-ZQGEA,Female,0,1,0,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1102.4,0,48-72,1743
1320-REHCS,Male,1,0,0,52,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.75,5832.0,0,48-72,1744
4137-JOPHL,Female,0,0,0,50,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),89.7,4304.5,0,48-72,1745
9436-ZBZCT,Male,0,0,0,14,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,89.95,1178.4,1,12-24,1746
7801-CEDNV,Male,0,1,0,27,1,No,DSL,Yes,No,No,No,No,No,One year,0,Credit card (automatic),48.7,1421.75,0,24-48,1747
2057-BOYKM,Female,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),96.6,6827.5,0,48-72,1748
3658-QQJYD,Male,0,0,0,62,1,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),74.3,4698.05,0,48-72,1749
1803-BGNBD,Female,0,0,0,12,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,54.3,654.5,0,0-12,1750
0134-XWXCE,Female,1,0,0,44,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),74.85,3268.05,0,24-48,1751
6950-TWMYB,Male,0,1,1,54,1,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),79.95,4362.05,0,48-72,1752
5848-FHRFC,Female,0,0,0,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.05,1386.9,0,48-72,1753
2243-FNMMI,Male,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,415.4,0,12-24,1754
2511-MORQY,Male,0,1,1,50,1,Yes,DSL,No,No,Yes,No,No,No,One year,0,Bank transfer (automatic),54.9,2614.1,0,48-72,1755
5356-KZCKT,Male,0,0,0,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.45,1513.6,0,48-72,1756
9470-XCCEM,Male,0,1,1,35,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.65,3161.6,0,24-48,1757
6519-CFDBX,Female,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.4,80.95,0,0-12,1758
3902-MIVLE,Male,0,1,1,63,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,75.7,4676.7,0,48-72,1759
0409-WTMPL,Female,0,1,0,58,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),110.65,6526.65,0,48-72,1760
8763-KIAFH,Female,0,1,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.55,583.3,0,24-48,1761
3669-WHAFY,Female,0,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),115.15,8078.1,0,48-72,1762
3055-VTCGS,Female,0,0,0,63,1,No,DSL,No,No,Yes,No,No,Yes,One year,0,Credit card (automatic),58.55,3503.5,0,48-72,1763
3144-KMTWZ,Male,0,1,0,71,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),93.25,6669.45,0,48-72,1764
7279-BUYWN,Female,1,0,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,113.2,4689.5,1,24-48,1765
7156-MHUGY,Male,1,0,0,13,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.5,1201.15,1,12-24,1766
7198-GLXTC,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,79.0,143.65,1,0-12,1767
2007-QVGAW,Female,0,1,1,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.35,1292.65,0,48-72,1768
5207-PLSTK,Male,0,1,1,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,48.75,48.75,0,0-12,1769
2307-FYNNL,Male,1,0,0,65,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,109.05,7108.2,0,48-72,1770
5605-XNWEN,Male,1,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.0,1802.55,0,48-72,1771
2155-AMQRX,Female,0,0,0,28,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),54.9,1505.15,0,24-48,1772
6181-AXXYF,Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,1859.1,0,48-72,1773
5091-HFAZW,Female,0,0,0,2,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,91.15,168.5,0,0-12,1774
0516-VRYBW,Female,0,0,1,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.15,390.85,1,12-24,1775
2519-LBNQL,Male,1,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.35,6339.45,0,48-72,1776
8623-ULFNQ,Female,1,0,0,26,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,66.05,1652.4,0,24-48,1777
8380-PEFPE,Male,0,0,1,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.65,71.65,1,0-12,1778
5687-DKDTV,Female,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,77.5,1,0-12,1779
1568-LJSZU,Male,0,1,1,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),92.2,6392.85,0,48-72,1780
7530-HDYDS,Female,0,0,0,38,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),84.25,3264.5,1,24-48,1781
7789-HKSBS,Female,1,1,0,42,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),105.2,4599.15,0,24-48,1782
7416-CKTEP,Female,0,1,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.6,1134.25,0,48-72,1783
2586-CWXVV,Male,0,1,0,54,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,30.4,1621.35,0,48-72,1784
3096-IZETN,Female,0,0,0,12,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),78.1,947.3,1,0-12,1785
2348-KCJLT,Female,0,1,0,44,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,61.5,2722.2,0,24-48,1786
8401-EMUWF,Male,0,1,1,42,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),69.4,3058.3,0,24-48,1787
4193-IBKSW,Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.75,1769.6,0,48-72,1788
5377-NDTOU,Female,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,91.05,6293.75,0,48-72,1789
5922-ABDVO,Female,0,1,0,19,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,89.65,1761.05,1,12-24,1790
2474-LCNUE,Female,0,1,0,23,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),73.65,1642.75,0,12-24,1791
0839-QNXME,Female,0,0,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,578.5,0,24-48,1792
3506-OVLKD,Male,0,0,0,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),26.2,954.9,0,24-48,1793
9172-ANCRX,Female,0,0,0,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,98.7,973.25,1,0-12,1794
6650-VJONK,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),43.85,43.85,0,0-12,1795
2178-PMGCJ,Male,0,0,0,22,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.7,1490.4,0,12-24,1796
7492-TAFJD,Male,0,1,1,7,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Mailed check,38.55,280.0,0,0-12,1797
2773-MADBQ,Female,0,0,0,36,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,53.1,1901.25,0,24-48,1798
6016-LVTJQ,Female,0,1,1,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,716.4,0,24-48,1799
7860-KSUGX,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Credit card (automatic),64.45,4720.0,0,48-72,1800
8966-KZXXA,Male,0,1,1,36,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.1,930.95,0,24-48,1801
6910-HADCM,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,76.35,76.35,1,0-12,1802
4816-LXZYW,Female,0,0,0,23,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.15,1676.95,1,12-24,1803
9606-PBKBQ,Male,1,1,0,32,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.0,2642.05,1,24-48,1804
5149-QYTTU,Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),95.15,6770.85,0,48-72,1805
2070-XYMFH,Female,1,0,0,23,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,79.35,1835.3,0,12-24,1806
2085-BOJKI,Male,0,1,0,17,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),96.65,1588.25,0,12-24,1807
0817-HSUSE,Male,0,0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,75.5,75.5,0,0-12,1808
5442-PPTJY,Male,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,258.35,0,0-12,1809
1927-QEWMY,Female,0,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1502.25,0,48-72,1810
1663-MHLHE,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.2,19.2,0,0-12,1811
5663-QBGIS,Male,1,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),98.35,6929.4,0,48-72,1812
4450-MDZFX,Male,0,1,1,60,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.35,4453.3,0,48-72,1813
